"YearBuilt","YearRemodeled","Condition","FinSqFt","Bedroom","FullBath","HalfBath","LotSize","TotalValue","City"
2002,0,"Good",4051,5,4,1,5.322,940500,"CHARLOTTESVILLE"
2008,0,"Good",4610,4,4,2,4.203,1395400,"CHARLOTTESVILLE"
2012,0,"Excellent",4518,4,4,3,2.769,1281900,"CHARLOTTESVILLE"
1989,0,"Good",2965,5,3,1,3.216,746600,"CHARLOTTESVILLE"
1978,2002,"Good",2030,3,2,1,2.003,441600,"CHARLOTTESVILLE"
1984,0,"Good",2156,4,2,1,2.68,409100,"CHARLOTTESVILLE"
1983,0,"Good",2190,4,3,1,2.123,480800,"CHARLOTTESVILLE"
1960,0,"Good",1298,2,1,0,0.85,162100,"CHARLOTTESVILLE"
1956,0,"Average",2655,3,1,1,1.256,174800,"CHARLOTTESVILLE"
1924,0,"Fair",1809,3,1,0,7,140500,"CROZET"
1960,0,"Average",1008,2,1,0,1.081,138600,"CROZET"
1976,0,"Fair",1577,3,2,0,9.531,266300,"CROZET"
1992,0,"Average",6176,5,4,1,134.01,5045700,"CROZET"
2012,0,"Average",1840,3,2,1,2.68,276500,"CROZET"
1976,0,"Average",1495,5,3,0,2,219200,"CROZET"
1986,0,"Average",896,3,1,0,2,133700,"CROZET"
1979,0,"Average",2990,4,1,1,5,466000,"CROZET"
2009,0,"Average",1662,3,2,0,3.05,324000,"CROZET"
1945,0,"Average",1113,3,2,0,3.25,75100,"CROZET"
1914,0,"Average",2449,2,2,0,3.469,299300,"CHARLOTTESVILLE"
1948,0,"Average",1448,4,2,0,1,185100,"CHARLOTTESVILLE"
1982,0,"Average",3066,3,3,0,15.233,474600,"CHARLOTTESVILLE"
1976,0,"Average",1392,3,2,0,2.525,342600,"CHARLOTTESVILLE"
2000,0,"Excellent",2415,3,2,1,2.28,360500,"EARLYSVILLE"
1983,2006,"Average",1578,4,2,1,2.005,289000,"EARLYSVILLE"
1984,0,"Good",1134,2,2,1,0,191000,"CHARLOTTESVILLE"
2002,0,"Good",1079,3,2,1,0,165800,"CHARLOTTESVILLE"
2002,0,"Good",1073,3,2,1,0,165400,"CHARLOTTESVILLE"
2002,0,"Good",1057,3,2,1,0,164400,"CHARLOTTESVILLE"
2002,0,"Good",1042,3,2,1,0,163300,"CHARLOTTESVILLE"
1964,0,"Average",1641,4,3,0,0,303500,"CHARLOTTESVILLE"
1940,0,"Average",2683,3,3,1,1.089,524200,"CHARLOTTESVILLE"
1964,0,"Average",2230,4,2,1,0,251100,"CHARLOTTESVILLE"
1985,0,"Average",1380,3,2,1,0.199,236100,"CHARLOTTESVILLE"
1969,0,"Fair",947,2,1,1,0,88200,"CHARLOTTESVILLE"
1969,0,"Fair",943,2,1,1,0,85600,"CHARLOTTESVILLE"
1972,0,"Average",1108,3,1,1,0,191100,"CHARLOTTESVILLE"
1959,0,"Average",1276,4,3,0,0,224000,"CHARLOTTESVILLE"
1970,0,"Average",1104,3,1,0,0,176700,"CHARLOTTESVILLE"
1959,0,"Average",1537,3,1,1,0,201500,"CHARLOTTESVILLE"
1958,0,"Average",1305,6,3,0,0,228200,"CHARLOTTESVILLE"
1960,0,"Average",1451,3,2,0,0,205000,"CHARLOTTESVILLE"
1961,0,"Average",1109,3,2,0,0,195600,"CHARLOTTESVILLE"
1969,0,"Average",1149,3,1,2,0,185500,"CHARLOTTESVILLE"
1980,0,"Average",1008,2,1,1,0.164,153600,"CHARLOTTESVILLE"
1981,0,"Poor",1224,3,1,1,0.175,145400,"CHARLOTTESVILLE"
1981,1991,"Average",1260,2,1,1,0.179,181600,"CHARLOTTESVILLE"
1981,0,"Average",1008,2,1,1,0.201,153800,"CHARLOTTESVILLE"
1981,0,"Average",1008,2,1,1,0.269,154100,"CHARLOTTESVILLE"
1981,0,"Average",1008,2,1,1,0.391,154100,"CHARLOTTESVILLE"
1986,0,"Average",1120,2,2,0,0,118400,"CHARLOTTESVILLE"
1986,0,"Average",979,2,2,0,0,125600,"CHARLOTTESVILLE"
1982,0,"Average",1120,2,2,0,0,117100,"CHARLOTTESVILLE"
1982,0,"Average",1120,2,2,0,0,117600,"CHARLOTTESVILLE"
1982,0,"Average",1120,2,2,0,0,123100,"CHARLOTTESVILLE"
1983,0,"Average",1120,2,2,0,0,117600,"CHARLOTTESVILLE"
1985,0,"Average",979,2,2,0,0,114900,"CHARLOTTESVILLE"
1974,0,"Average",949,2,1,1,0,104700,"CHARLOTTESVILLE"
1974,0,"Average",949,2,1,1,0,104700,"CHARLOTTESVILLE"
1971,0,"Average",1502,3,2,0,0,273300,"CHARLOTTESVILLE"
1971,0,"Average",1520,3,2,0,0,261100,"CHARLOTTESVILLE"
1989,0,"Average",1540,3,2,0,0,257500,"CHARLOTTESVILLE"
1973,0,"Average",1502,3,2,0,0,258600,"CHARLOTTESVILLE"
1973,0,"Average",3145,5,3,0,0,270100,"CHARLOTTESVILLE"
1973,0,"Average",2256,3,2,1,0,258700,"CHARLOTTESVILLE"
1971,0,"Good",1428,3,1,1,0,163400,"CHARLOTTESVILLE"
1972,0,"Average",1428,3,1,1,0,153300,"CHARLOTTESVILLE"
1973,0,"Fair",1428,3,1,1,0,141900,"CHARLOTTESVILLE"
1973,0,"Average",1428,3,1,1,0,153300,"CHARLOTTESVILLE"
2007,0,"Good",1187,2,2,0,0,174200,"CHARLOTTESVILLE"
1978,0,"Average",1440,3,2,1,0.298,313400,"CHARLOTTESVILLE"
1975,0,"Average",1334,3,2,1,0.21,261000,"CHARLOTTESVILLE"
1985,0,"Average",968,1,1,1,0,192700,"CHARLOTTESVILLE"
1993,0,"Average",992,2,1,0,0,182400,"CHARLOTTESVILLE"
1992,0,"Average",1625,3,2,1,0,233100,"CHARLOTTESVILLE"
1996,0,"Average",1152,2,2,0,0.044,191800,"CHARLOTTESVILLE"
2002,0,"Good",2727,3,3,1,4.1,680500,"CHARLOTTESVILLE"
1998,0,"Average",3398,5,3,1,2.011,516000,"CHARLOTTESVILLE"
2009,0,"Excellent",2008,3,2,1,2.021,291500,"CHARLOTTESVILLE"
1960,0,"Average",840,2,1,1,0.54,155400,"CHARLOTTESVILLE"
1988,0,"Good",2125,4,3,1,2.004,424800,"CHARLOTTESVILLE"
1962,0,"Average",2628,2,2,1,0.6643,361600,"CHARLOTTESVILLE"
1963,0,"Average",1107,4,2,0,0.356,261000,"CHARLOTTESVILLE"
1973,0,"Average",882,2,1,0,0,120800,"CHARLOTTESVILLE"
1992,0,"Average",2625,5,3,1,0.602,548600,"CHARLOTTESVILLE"
1997,0,"Average",2625,6,4,0,0.598,532700,"CHARLOTTESVILLE"
1996,0,"Average",2300,4,2,1,0.264,370200,"CHARLOTTESVILLE"
1997,0,"Average",3421,4,3,1,0.786,572300,"CHARLOTTESVILLE"
1993,0,"Average",3177,4,3,1,0.493,582100,"CHARLOTTESVILLE"
2014,0,"Excellent",1693,3,2,1,0.174,509600,"CHARLOTTESVILLE"
2014,0,"Excellent",1694,4,3,1,0.126,350700,"CHARLOTTESVILLE"
2015,0,"Excellent",1680,3,3,0,0.044,339500,"CHARLOTTESVILLE"
1998,0,"Average",2198,4,3,1,0.29,376300,"CHARLOTTESVILLE"
2003,0,"Average",1953,3,3,0,0.414,441600,"CHARLOTTESVILLE"
2001,0,"Average",2737,4,2,1,0.256,416600,"CHARLOTTESVILLE"
2001,0,"Average",3032,4,2,1,0.25,450500,"CHARLOTTESVILLE"
2004,0,"Good",2952,4,2,1,0.289,479800,"CHARLOTTESVILLE"
2011,0,"Excellent",2300,3,2,1,0.089,443600,"CHARLOTTESVILLE"
2011,0,"Excellent",2714,4,2,1,0.135,528900,"CHARLOTTESVILLE"
2011,0,"Excellent",1588,3,3,1,0.044,315600,"CHARLOTTESVILLE"
2012,0,"Excellent",2562,3,2,1,0.095,406400,"CHARLOTTESVILLE"
2011,0,"Excellent",1724,4,3,1,0.067,353000,"CHARLOTTESVILLE"
2010,0,"Excellent",1892,3,2,1,0.07,376700,"CHARLOTTESVILLE"
2012,0,"Excellent",2488,4,3,1,0.168,566800,"CHARLOTTESVILLE"
2014,0,"Excellent",1680,3,3,1,0.068,333900,"CHARLOTTESVILLE"
2014,0,"Excellent",2520,3,3,1,0.042,323300,"CHARLOTTESVILLE"
1974,0,"Average",1056,3,2,0,1.92,223400,"CHARLOTTESVILLE"
2007,0,"Average",2576,4,3,0,2.1,499600,"CHARLOTTESVILLE"
2006,0,"Average",1964,4,3,0,2.115,218700,"CHARLOTTESVILLE"
1978,0,"Average",1056,3,2,0,2,153100,"CHARLOTTESVILLE"
1990,0,"Average",3476,4,3,1,10.218,613000,"CHARLOTTESVILLE"
2000,0,"Average",1040,3,2,0,2,163400,"CHARLOTTESVILLE"
1998,0,"Average",2261,4,2,0,5,434000,"CHARLOTTESVILLE"
1967,0,"Average",1180,3,2,0,1.48,217600,"CHARLOTTESVILLE"
1947,0,"Average",943,2,1,0,1.96,127500,"CHARLOTTESVILLE"
1989,0,"Average",2481,4,2,1,2.483,364600,"CHARLOTTESVILLE"
1956,0,"Average",1637,4,3,0,2.885,296300,"CHARLOTTESVILLE"
1989,0,"Good",1344,3,2,0,2,246200,"EARLYSVILLE"
1987,0,"Average",2256,4,4,0,6.072,643200,"EARLYSVILLE"
1969,1998,"Good",2406,2,2,0,13.84,648600,"EARLYSVILLE"
1965,0,"Average",1545,4,2,1,1.27,210800,"EARLYSVILLE"
1976,0,"Average",2019,3,2,2,1.011,494500,"EARLYSVILLE"
1977,0,"Average",2525,3,4,1,1.414,626700,"EARLYSVILLE"
1953,0,"Good",1472,2,2,0,2.729,252800,"EARLYSVILLE"
1912,0,"Good",1716,3,2,0,0.527,188900,"EARLYSVILLE"
1965,0,"Average",1532,3,2,0,2.453,273400,"EARLYSVILLE"
1976,0,"Good",2444,3,2,1,2.273,332300,"EARLYSVILLE"
1977,0,"Good",1395,4,2,1,0.559,245500,"EARLYSVILLE"
1974,1992,"Good",2095,4,2,0,0.803,298000,"EARLYSVILLE"
1977,0,"Good",1785,3,2,1,0.593,241300,"EARLYSVILLE"
1977,0,"Good",1399,4,2,0,0.612,240500,"EARLYSVILLE"
1982,0,"Average",1504,3,2,0,1.54,259000,"EARLYSVILLE"
1981,0,"Average",1798,3,3,0,2.424,325700,"EARLYSVILLE"
1982,0,"Good",1377,3,2,0,1.576,262000,"EARLYSVILLE"
1982,0,"Average",1140,3,2,0,2.12,252100,"EARLYSVILLE"
1983,0,"Average",1819,3,2,0,2.059,288800,"EARLYSVILLE"
1983,0,"Average",1741,3,2,0,1.413,264700,"EARLYSVILLE"
1984,0,"Average",2155,3,2,2,1.219,295700,"EARLYSVILLE"
2003,0,"Good",3631,3,3,1,1.378,731800,"EARLYSVILLE"
1956,1972,"Average",1338,3,2,1,98.905,621000,"CHARLOTTESVILLE"
1928,1965,"Average",1150,2,1,0,0.979,127800,"CHARLOTTESVILLE"
1980,0,"Average",1648,3,2,0,3,250400,"CHARLOTTESVILLE"
1984,0,"Average",1120,2,2,0,0,117600,"CHARLOTTESVILLE"
1985,0,"Average",973,2,2,0,0,109000,"CHARLOTTESVILLE"
1984,0,"Average",979,2,2,0,0,108500,"CHARLOTTESVILLE"
1983,0,"Average",890,1,1,0,0,100700,"CHARLOTTESVILLE"
1983,0,"Average",890,1,1,0,0,100700,"CHARLOTTESVILLE"
1983,0,"Average",749,1,1,0,0,97000,"CHARLOTTESVILLE"
1987,0,"Average",749,1,1,0,0,93000,"CHARLOTTESVILLE"
1987,0,"Average",749,1,1,0,0,93000,"CHARLOTTESVILLE"
1987,0,"Average",749,1,1,0,0,93000,"CHARLOTTESVILLE"
1983,0,"Average",1408,3,2,1,0.2817,250400,"CHARLOTTESVILLE"
1980,0,"Good",1487,2,1,1,0.2359,266900,"CHARLOTTESVILLE"
1980,0,"Good",1232,4,3,0,0.187,264900,"CHARLOTTESVILLE"
1984,0,"Good",1692,3,2,0,0.166,233200,"CHARLOTTESVILLE"
1983,0,"Good",1707,3,3,0,0.121,235000,"CHARLOTTESVILLE"
1983,0,"Good",1802,3,2,1,0.085,225700,"CHARLOTTESVILLE"
1983,0,"Good",1707,3,2,1,0.408,241400,"CHARLOTTESVILLE"
1983,0,"Good",1802,3,2,1,0.21,240100,"CHARLOTTESVILLE"
1981,0,"Average",1230,3,1,1,0.108,152400,"CHARLOTTESVILLE"
1985,0,"Average",980,2,1,1,0,157900,"CHARLOTTESVILLE"
1985,0,"Average",980,2,1,1,0,164400,"CHARLOTTESVILLE"
1983,0,"Average",955,2,2,0,0,163800,"CHARLOTTESVILLE"
1981,0,"Average",1500,2,2,1,0,202000,"CHARLOTTESVILLE"
1990,0,"Average",1060,2,2,0,0,169000,"CHARLOTTESVILLE"
1982,0,"Average",1467,2,2,1,0,213900,"CHARLOTTESVILLE"
1981,0,"Average",1232,3,1,1,0,174500,"CHARLOTTESVILLE"
1982,0,"Average",1232,3,1,1,0,181000,"CHARLOTTESVILLE"
1984,0,"Average",1348,2,1,1,0,176000,"CHARLOTTESVILLE"
1984,0,"Average",1408,3,2,1,0,188800,"CHARLOTTESVILLE"
1984,0,"Average",1344,2,2,1,0,172700,"CHARLOTTESVILLE"
1988,0,"Average",1419,3,2,1,0,185700,"CHARLOTTESVILLE"
1986,0,"Average",1419,3,2,2,0,204100,"CHARLOTTESVILLE"
1985,0,"Average",1408,3,2,1,0,198200,"CHARLOTTESVILLE"
1973,0,"Good",1428,3,1,1,0,168900,"CHARLOTTESVILLE"
1971,0,"Average",2226,3,2,1,0,259600,"CHARLOTTESVILLE"
1973,0,"Average",2790,4,2,0,0,280800,"CHARLOTTESVILLE"
1973,0,"Average",882,2,1,0,0,120800,"CHARLOTTESVILLE"
1973,0,"Average",882,2,1,0,0,120800,"CHARLOTTESVILLE"
1973,0,"Average",1325,5,3,0,1.4461,305000,"CHARLOTTESVILLE"
2011,0,"Excellent",2352,3,3,1,0.674,394000,"CHARLOTTESVILLE"
1960,0,"Average",1624,5,3,0,0.752,337700,"CHARLOTTESVILLE"
1960,0,"Average",1628,3,2,0,0.8191,335900,"CHARLOTTESVILLE"
1973,0,"Good",2136,4,2,1,0.5831,387700,"CHARLOTTESVILLE"
1968,0,"Average",2361,4,2,1,1.2193,362200,"CHARLOTTESVILLE"
1964,0,"Average",2428,4,4,1,0,681600,"CHARLOTTESVILLE"
1998,0,"Average",2803,4,3,0,2.019,524200,"CHARLOTTESVILLE"
1964,0,"Average",1476,3,3,0,0,340300,"CHARLOTTESVILLE"
1960,2008,"Average",3396,4,3,0,0,459000,"CHARLOTTESVILLE"
1980,0,"Average",1232,3,3,0,0,273800,"CHARLOTTESVILLE"
1990,0,"Good",2540,3,3,0,6.08,428400,"CHARLOTTESVILLE"
1986,0,"Average",1903,5,3,1,0,335600,"CHARLOTTESVILLE"
1962,0,"Average",2456,4,2,1,0,348300,"CHARLOTTESVILLE"
1964,1989,"Average",1896,3,2,1,0,349500,"CHARLOTTESVILLE"
1967,0,"Average",1976,4,3,0,0,324300,"CHARLOTTESVILLE"
1983,0,"Average",880,2,1,0,0,183900,"CHARLOTTESVILLE"
1983,0,"Average",960,2,1,1,0,177300,"CHARLOTTESVILLE"
1984,0,"Average",1040,2,2,1,0,216400,"CHARLOTTESVILLE"
1984,0,"Average",1340,3,2,0,0,238500,"CHARLOTTESVILLE"
1988,0,"Average",1381,3,3,0,0,180100,"CHARLOTTESVILLE"
1989,0,"Average",1117,2,1,1,0,155200,"CHARLOTTESVILLE"
1985,0,"Average",1085,2,1,1,0,167500,"CHARLOTTESVILLE"
1987,0,"Average",1632,3,2,1,0,233000,"CHARLOTTESVILLE"
1987,0,"Average",1180,3,1,1,0,199500,"CHARLOTTESVILLE"
1991,0,"Average",1382,3,3,1,0,247700,"CHARLOTTESVILLE"
1991,0,"Average",1352,3,2,1,0,237900,"CHARLOTTESVILLE"
1997,0,"Average",1045,2,2,0,0.089,243900,"CHARLOTTESVILLE"
1997,0,"Average",1508,2,2,1,0.05,252100,"CHARLOTTESVILLE"
1996,0,"Average",1621,3,3,1,0.135,302000,"CHARLOTTESVILLE"
1993,0,"Average",1336,2,2,1,0,226700,"CHARLOTTESVILLE"
1993,0,"Average",1236,2,3,0,0,256500,"CHARLOTTESVILLE"
2000,0,"Average",1372,2,2,1,0.041,220000,"CHARLOTTESVILLE"
1999,0,"Average",1070,2,2,0,0.082,207200,"CHARLOTTESVILLE"
1999,0,"Average",1486,3,2,1,0.06,232600,"CHARLOTTESVILLE"
1979,0,"Good",2088,3,3,1,3.443,391600,"EARLYSVILLE"
2014,0,"Average",3328,3,3,1,3.101,568500,"EARLYSVILLE"
1995,0,"Good",2308,4,3,1,2.16,330400,"EARLYSVILLE"
1964,1973,"Fair",1540,4,2,0,0.374,117600,"EARLYSVILLE"
2002,0,"Good",2467,4,2,1,4.29,457700,"EARLYSVILLE"
2003,0,"Good",3711,4,4,1,6.929,591500,"EARLYSVILLE"
1969,2008,"Good",1326,3,2,1,3.02,292200,"EARLYSVILLE"
1976,0,"Good",2261,3,3,0,3.18,301900,"EARLYSVILLE"
1979,0,"Good",1096,4,2,1,2.019,215300,"EARLYSVILLE"
1984,0,"Good",2339,3,2,0,5,325700,"EARLYSVILLE"
1978,0,"Average",1222,4,2,0,3.007,231700,"EARLYSVILLE"
1977,0,"Good",1572,3,2,0,2,229400,"EARLYSVILLE"
1974,0,"Good",1860,3,3,0,2.185,327500,"EARLYSVILLE"
2007,0,"Good",4259,4,4,2,6.03,1228700,"EARLYSVILLE"
1992,0,"Good",3999,3,3,1,23.158,931200,"EARLYSVILLE"
2005,0,"Good",4568,4,4,0,21.041,1173300,"EARLYSVILLE"
2013,0,"Excellent",4065,4,4,1,43.28,1758500,"EARLYSVILLE"
1981,0,"Average",1404,4,3,0,2.178,272600,"CHARLOTTESVILLE"
1982,0,"Average",3668,4,3,1,2.4,427400,"CHARLOTTESVILLE"
1910,1976,"Average",2377,3,2,0,3.053,293500,"CHARLOTTESVILLE"
1980,0,"Good",1168,3,2,1,2.065,230000,"CHARLOTTESVILLE"
1974,0,"Good",1056,3,1,1,1.03,169400,"CHARLOTTESVILLE"
1962,0,"Average",1840,5,3,0,1.14,284000,"CHARLOTTESVILLE"
1973,0,"Average",1119,4,2,0,2.25,237400,"CHARLOTTESVILLE"
1965,0,"Good",1136,3,1,1,0,173000,"CHARLOTTESVILLE"
2007,0,"Excellent",1402,3,2,1,0.031,238700,"CHARLOTTESVILLE"
2007,0,"Excellent",1402,3,2,1,0.031,228000,"CHARLOTTESVILLE"
2009,0,"Excellent",1402,3,2,1,0.031,231600,"CHARLOTTESVILLE"
2009,0,"Excellent",1660,4,3,0,0.05,261000,"CHARLOTTESVILLE"
2009,0,"Excellent",1420,4,3,0,0.05,258900,"CHARLOTTESVILLE"
2007,0,"Excellent",1660,4,3,0,0.075,287600,"CHARLOTTESVILLE"
2010,0,"Excellent",1612,3,2,0,0.05,254400,"CHARLOTTESVILLE"
2010,0,"Good",1426,3,2,1,0.071,262900,"CHARLOTTESVILLE"
1995,0,"Average",1768,3,2,1,0.45,246700,"CHARLOTTESVILLE"
1973,0,"Average",1056,3,2,0,0.34,216700,"CHARLOTTESVILLE"
2004,0,"Good",2406,4,3,1,0.198,389800,"CHARLOTTESVILLE"
2002,0,"Average",1966,3,2,1,0.179,324600,"CHARLOTTESVILLE"
1972,0,"Average",2415,5,4,0,0,341000,"CHARLOTTESVILLE"
1972,0,"Average",1372,4,3,0,0,266000,"CHARLOTTESVILLE"
1972,0,"Average",1793,3,2,0,0,341200,"CHARLOTTESVILLE"
1971,0,"Average",1518,5,3,0,0,327200,"CHARLOTTESVILLE"
1974,2015,"Good",2106,4,5,0,0,379300,"CHARLOTTESVILLE"
1971,0,"Average",1635,5,3,0,0,257900,"CHARLOTTESVILLE"
1999,0,"Good",2185,4,2,1,0.25,348700,"CHARLOTTESVILLE"
1999,0,"Good",2110,4,3,1,0.294,373200,"CHARLOTTESVILLE"
1969,0,"Average",1056,3,2,0,0.229,155100,"CHARLOTTESVILLE"
1972,0,"Good",980,3,1,1,0.2984,170400,"CHARLOTTESVILLE"
1977,0,"Average",960,3,1,0,0.1882,145800,"CHARLOTTESVILLE"
1987,0,"Average",940,4,2,0,0.2384,166600,"CHARLOTTESVILLE"
1979,0,"Average",1575,3,1,1,0.2236,185600,"CHARLOTTESVILLE"
1979,0,"Good",1008,3,2,1,0.2983,193000,"CHARLOTTESVILLE"
1997,0,"Average",3031,5,3,1,0.408,529300,"CHARLOTTESVILLE"
1998,0,"Average",2402,3,2,1,0.358,415400,"CHARLOTTESVILLE"
1998,0,"Average",2269,0,2,1,0.236,381900,"CHARLOTTESVILLE"
1995,0,"Average",2869,5,3,1,0.381,548800,"CHARLOTTESVILLE"
1993,0,"Average",2774,5,2,1,0.838,493000,"CHARLOTTESVILLE"
1997,0,"Average",2576,5,3,1,0.872,448700,"CHARLOTTESVILLE"
1996,0,"Average",2819,4,2,1,0.65,475000,"CHARLOTTESVILLE"
1998,0,"Average",1515,4,2,1,0.607,419300,"CHARLOTTESVILLE"
1991,0,"Average",2851,4,4,1,0.442,547200,"CHARLOTTESVILLE"
1991,0,"Average",2560,3,2,1,0.417,475200,"CHARLOTTESVILLE"
1992,0,"Average",2754,4,3,1,0.462,573800,"CHARLOTTESVILLE"
1992,0,"Average",2903,4,2,1,0.363,466600,"CHARLOTTESVILLE"
2000,0,"Average",2962,4,3,1,0.418,515100,"CHARLOTTESVILLE"
2002,0,"Average",3700,6,4,1,0.459,642900,"CHARLOTTESVILLE"
2003,0,"Average",2764,3,3,1,0.284,502600,"CHARLOTTESVILLE"
2002,0,"Average",1967,3,3,0,0.284,442000,"CHARLOTTESVILLE"
2001,0,"Good",2469,3,2,1,0.315,408200,"CHARLOTTESVILLE"
2004,0,"Good",2456,3,2,1,0.172,434300,"CHARLOTTESVILLE"
2003,0,"Good",2456,3,2,1,0.206,408600,"CHARLOTTESVILLE"
2003,0,"Good",1958,3,3,0,0.17,484100,"CHARLOTTESVILLE"
2013,0,"Excellent",1779,2,2,0,0.151,393700,"CHARLOTTESVILLE"
2013,0,"Excellent",1709,2,2,0,0.126,464300,"CHARLOTTESVILLE"
2014,0,"Excellent",2753,3,2,1,0.122,553000,"CHARLOTTESVILLE"
1994,0,"Average",2239,4,2,1,0.219,385800,"CHARLOTTESVILLE"
1999,0,"Average",2828,6,3,1,0.349,496400,"CHARLOTTESVILLE"
1995,0,"Good",2423,3,2,1,0.323,445600,"CHARLOTTESVILLE"
1995,0,"Average",2518,4,3,1,0.511,425300,"CHARLOTTESVILLE"
1997,0,"Average",2207,3,2,0,0.298,426900,"CHARLOTTESVILLE"
2002,0,"Average",2410,4,2,1,0.31,406600,"CHARLOTTESVILLE"
2009,0,"Good",2411,3,2,2,0.109,506700,"CHARLOTTESVILLE"
2009,0,"Good",2761,4,3,1,0.142,517800,"CHARLOTTESVILLE"
2014,0,"Excellent",1680,3,3,1,0.054,322000,"CHARLOTTESVILLE"
1973,0,"Good",1428,3,1,1,0,234700,"CHARLOTTESVILLE"
1971,0,"Average",1428,3,1,1,0,162600,"CHARLOTTESVILLE"
1971,0,"Average",1428,3,1,1,0,153300,"CHARLOTTESVILLE"
1972,0,"Good",1428,3,1,1,0,163400,"CHARLOTTESVILLE"
1972,0,"Average",1428,3,1,1,0,153300,"CHARLOTTESVILLE"
1973,0,"Average",1428,3,1,1,0,158300,"CHARLOTTESVILLE"
1973,0,"Average",1428,3,1,1,0,153300,"CHARLOTTESVILLE"
1981,0,"Average",1349,4,3,0,0.2618,279900,"CHARLOTTESVILLE"
1929,0,"Average",1500,4,3,0,0.432,363000,"CHARLOTTESVILLE"
1985,0,"Average",1100,1,2,1,0,235500,"CHARLOTTESVILLE"
1986,0,"Average",1080,2,1,0,0,163100,"CHARLOTTESVILLE"
1987,0,"Average",1010,2,1,0,0,164800,"CHARLOTTESVILLE"
1990,0,"Average",1337,2,2,0,0,185100,"CHARLOTTESVILLE"
1990,0,"Average",1214,2,2,0,0,205500,"CHARLOTTESVILLE"
1995,0,"Average",1197,2,2,0,0.064,203700,"CHARLOTTESVILLE"
1995,0,"Average",1267,2,2,0,0.074,204100,"CHARLOTTESVILLE"
1995,0,"Average",1144,2,1,0,0.038,188000,"CHARLOTTESVILLE"
1973,0,"Good",3576,4,4,0,2.71,1268700,"CHARLOTTESVILLE"
1982,0,"Average",261,0,1,0,2,111100,"CHARLOTTESVILLE"
1966,0,"Average",1978,4,3,0,6.329,414900,"CHARLOTTESVILLE"
1963,0,"Average",1080,3,1,1,0,63500,"CHARLOTTESVILLE"
2004,0,"Average",3191,4,3,1,5.48,626900,"CHARLOTTESVILLE"
1974,0,"Substandard",480,2,0,0,5,128300,"CHARLOTTESVILLE"
1963,0,"Average",1699,3,3,0,12.166,483400,"CHARLOTTESVILLE"
1973,0,"Average",1512,3,2,1,0.7206,305400,"CHARLOTTESVILLE"
1973,0,"Average",1242,3,1,2,0.9895,294600,"CHARLOTTESVILLE"
1988,0,"Good",2072,4,2,1,2.345,216000,"CHARLOTTESVILLE"
1930,0,"Fair",868,1,1,0,4.8,91300,"CROZET"
2013,0,"Good",1792,3,2,0,2.588,276000,"CROZET"
1960,1985,"Average",2120,2,3,0,6.82,306500,"CROZET"
1910,1972,"Average",2112,3,2,0,4,304300,"CROZET"
1976,0,"Average",1215,3,1,2,20,482200,"CROZET"
1906,1964,"Average",1302,3,1,0,2.456,219000,"CROZET"
1998,0,"Average",1520,3,2,1,0.127,189500,"CHARLOTTESVILLE"
1998,0,"Average",1458,4,3,1,0.089,186900,"CHARLOTTESVILLE"
1998,0,"Average",1449,3,3,1,0.09,189300,"CHARLOTTESVILLE"
1998,0,"Average",1520,3,2,1,0.081,187500,"CHARLOTTESVILLE"
1996,0,"Average",1458,4,3,1,0.074,192500,"CHARLOTTESVILLE"
1982,0,"Average",1231,3,1,1,0.076,149700,"CHARLOTTESVILLE"
1983,0,"Average",1341,3,2,1,0.078,158900,"CHARLOTTESVILLE"
1981,0,"Good",1230,3,1,1,0.086,155300,"CHARLOTTESVILLE"
1983,0,"Average",1230,3,1,2,0.079,159000,"CHARLOTTESVILLE"
1983,0,"Good",1065,3,2,0,0.098,193900,"CHARLOTTESVILLE"
1990,0,"Average",1314,3,2,1,0.076,154900,"CHARLOTTESVILLE"
1991,0,"Average",1322,3,2,1,0.081,159900,"CHARLOTTESVILLE"
1990,0,"Average",1322,3,2,1,0,164100,"CHARLOTTESVILLE"
1989,0,"Average",1271,3,2,1,0,154500,"CHARLOTTESVILLE"
1991,0,"Average",1322,3,3,1,0,180100,"CHARLOTTESVILLE"
1993,0,"Average",1321,3,3,1,0.087,170700,"CHARLOTTESVILLE"
2013,0,"Excellent",1440,3,2,1,0.04,255200,"CHARLOTTESVILLE"
2013,0,"Excellent",1748,3,2,1,0.029,253500,"CHARLOTTESVILLE"
2013,0,"Excellent",1783,3,3,0,0.138,320600,"CHARLOTTESVILLE"
2012,0,"Excellent",2430,4,3,1,0.115,365800,"CHARLOTTESVILLE"
2002,0,"Average",1518,3,3,1,0.076,218100,"CHARLOTTESVILLE"
2002,0,"Average",1512,3,3,1,0.051,208800,"CHARLOTTESVILLE"
1973,2014,"Good",960,4,2,0,3.92,220100,"CHARLOTTESVILLE"
1967,0,"Average",1673,3,1,0,3.233,176800,"CHARLOTTESVILLE"
1987,0,"Average",1900,3,2,1,2,203900,"CHARLOTTESVILLE"
1992,0,"Good",2240,4,2,1,4.26,388000,"CHARLOTTESVILLE"
1990,0,"Good",1565,3,2,0,2.33,219300,"CHARLOTTESVILLE"
1987,0,"Good",1104,3,1,1,2.07,190600,"CHARLOTTESVILLE"
1997,0,"Average",4380,4,3,1,29.65,824400,"CHARLOTTESVILLE"
